Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,42.3038711547852,51.4541816711426,43.9101715087891,49.9506492614746,..,..,..,..,..,..,..,47.8374099731445,47.5452003479004,47.3496894836426,..,..,..,..
Andorra,AND,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,94.3892822265625,97.7652435302734,93.9136276245117,93.0027923583984,..,..,..,..,..,..,..,96.5344924926758,96.4553298950195,96.5188369750977,..,..,..,..
Andorra,AND,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,16.3115901947021,17.1976699829102,17.9923400878906,..,..,..,..,..,..,..,21.2506504058838,21.1291103363037,21.0465507507324,..,..,..,..
Andorra,AND,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1319.90600586,1508.52075195,1812.3157959,2033.00354004,2301.59350586,2158.87573242,2392.8203125,2774.4934082,2687.85595703,2642.16552734,2567.52539063,2342.56835938,2432.78271484,2529.08984375,2246.25439453,2361.2175293,2567.42382813,2821.80126953,..,..
Andorra,AND,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,442.8789978,488.07998657,638.19390869,753.91131592,806.02746582,849.49621582,941.11309814,922.98016357,829.30743408,775.87316895,808.00939941,768.19250488,805.44836426,803.94909668,696.62322998,729.83087158,777.56268311,904.81671143,..,..
Andorra,AND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,877.02697754,1020.4407959,1174.12194824,1279.09216309,1495.56604004,1309.37939453,1451.70739746,1851.51330566,1858.54858398,1866.29211426,1759.51586914,1574.37573242,1627.33447266,1725.14086914,1549.63122559,1631.38671875,1789.86120605,1916.98449707,..,..
Andorra,AND,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,61.9258091919776,..,..,..,..,61.6602897451995,..,..,..,..,59.713649198984,..,..,..,..,..
Andorra,AND,Refugee population by country or territory of asylum,SM.POP.REFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469950.09033,6384451606.1421,9206301700.39619,11662040713.8753,8647936747.98704,9260284937.79781,10142111334.4961,10619320048.5857,11121465767.4067,11609512939.7542,10553337672.9872,10546135160.031,11527458565.7334,12457941907.0333,13619291361.2814,12641209802.112
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,694.423455373229,783.241214960091,930.125472654125,1191.92100563238,1643.75688889146,2158.1480742298,3139.28071035448,4010.86138084833,2994.34047090816,3218.37829927419,3525.80719813557,3681.84469060495,3838.17387997786,3986.23162376713,3607.28929855361,3591.82805221639,3914.52785436696,4220.54032079145,4604.64632355695,4266.01807420946
Armenia,ARM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,14.4,10.5,7.9,5.5,2.7,2.1,1.6,0.9,1.3,1,1.2,0.9,1.8,1.5,1.3,1.2,0.9,1.4,1.1,..
Armenia,ARM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.4001617431641,..,..,..,..,..,..,..,..,..,99.7444076538086,..,..,..,..,..,99.7360687255859,..,..,99.7886123657227
Armenia,ARM,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,81.5830764770508,..,..,..,..,..,..,..,..,..,90.2376098632813,..,..,..,91.8374328613281,..,90.0966491699219,..,..,89.880859375
Armenia,ARM,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,97.8970794677734,..,..,..,..,..,..,..,..,..,99.3595504760742,..,..,..,99.4557876586914,..,99.3582916259766,..,..,99.3389282226563
Armenia,ARM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,20.3565502166748,..,..,..,..,..,..,..,..,..,24.4233798980713,..,..,..,27.3100204467773,..,24.3800601959229,..,..,24.2097206115723
Armenia,ARM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,1.00601005554199,0.995670020580292,0.98989999294281,0.995220005512238,1.00771999359131,..,1.02907001972198,1.04033994674683,1.03798997402191,..,..,1.02283000946045,1.03489995002747,1.03190994262695
Armenia,ARM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,32.25933838,59.63238907,66.77802277,72.17178345,96.35484314,126.25294495,172.60186768,266.31158447,252.83560181,297.22906494,330.57556152,336.32055664,396.23254395,405.72888184,364.97280884,357.45776367,405.6506958,422.28268433,..,..
Armenia,ARM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,17.15100479,45.72469711,52.06543732,52.80944443,60.80377197,77.40406036,100.8495636,190.94194031,186.9822998,231.87481689,261.18115234,268.25765991,335.22119141,339.51150513,302.93554688,291.95855713,346.70306396,365.03430176,..,..
Armenia,ARM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,9.29861641,9.17828178,11.22079659,15.42477512,24.30142593,34.23695755,50.66451263,59.68692017,54.24822998,54.2710495,58.98201752,58.10586929,52.80022049,60.01179123,58.08499146,58.81064224,53.72709274,52.11013412,..,..
Armenia,ARM,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,15.5599308372337,..,..,..,..,7.47630501272821,..,..,..,..,6.33589288838696,..,..,..,..,..
Armenia,ARM,Refugee population by country or territory of asylum,SM.POP.REFG,264337,247549,239289,235233,219547,113713,4564,3952,3605,3292,2913,2849,13727,17635,19314,17883,17968,17966,17980,107930
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,197337879194.631,213377771503.858,261695778781.038,300904221504.842,315974418604.651,335998557270.104,388691445387.353,430294287388.311,400172297860.517,391892746544.69,431120310088.82,409425234155.263,430068712971.867,441996131736.508,381817565893.574,395568644341.038,416230497429.163,454945881027.378,445011872704.47,433258467676.515
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,24537.5142629883,26401.7454564357,32222.8972411655,36821.5214680093,38403.1338770715,40635.2818159724,46855.7717452095,51708.7657541758,47963.1794023217,46858.0432733717,51374.9584066934,48567.69528642,50716.7087062864,51717.4959405515,44178.0473777432,45276.8314351693,47312.0062332199,51461.4332150082,50114.4011099728,48586.8013213238
Austria,AUT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,0.3,0.1,0.2,0.1,0.4,0.5,0.7,0.5,0.4,0.6,0.3,0.2,0.7,0.7,0.3,0.6,..,..
Austria,AUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,78.4265899658203,79.0129013061523,79.3689804077148,79.6625823974609,..,80.6740493774414,..
Austria,AUT,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,11.8733901977539,13.0816698074341,13.4557199478149,14.2486295700073,..,15.3636302947998,..
Austria,AUT,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.969579994678497,0.964429974555969,0.96341997385025,0.963039994239807,0.966250002384186,0.969860017299652,0.968810021877289,0.96560001373291,0.965240001678467,0.968720018863678,0.970080018043518,0.971570014953613,0.972970008850098,0.972320020198822,0.97282999753952,0.971989989280701,0.97172999382019,0.974089980125427,0.980939984321594,..
Austria,AUT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2282.51586914,2497.8659668,3091.24023438,3594.65039063,3710.39794922,3882.98193359,4478.76855469,5057.76074219,4928.98779297,4800.79345703,5167.81787109,4966.09570313,5235.34130859,5393.60205078,4612.82421875,4709.87597656,4937.97705078,5326.43701172,..,..
Austria,AUT,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,601.55053711,663.47967529,830.36065674,1004.52679443,1014.73095703,1054.22436523,1218.26916504,1325.76062012,1338.38220215,1325.22509766,1411.38146973,1347.1138916,1457.04455566,1482.31872559,1270.55566406,1301.82507324,1364.36450195,1433.59997559,..,..
Austria,AUT,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1680.96533203,1834.38647461,2260.87963867,2590.1237793,2695.66650391,2828.75732422,3260.4987793,3732.00024414,3590.60522461,3475.56811523,3756.43701172,3618.98217773,3778.29638672,3911.28344727,3342.26831055,3408.04956055,3573.62255859,3892.83129883,..,..
Austria,AUT,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,13.798295003994,..,..,..,..,15.2048871387536,..,..,..,..,17.465726250517,..,..,..,..,..
Austria,AUT,Refugee population by country or territory of asylum,SM.POP.REFG,14375,14122,16097,17777,21212,25475,30767,37546,38895,42613,47055,51707,55575,60724,72198,93242,115252,128779,135951,141866
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,5707720390.8515,6235856819.58445,7276753894.71541,8680370408.05943,13245716099.0057,20982986344.3027,33050343782.7759,48852482960.0779,44291490420.5026,52909294791.9262,65951627200.2026,69683935845.2139,74164435946.4627,75244294275.1498,53074370486.0433,37867518957.1975,40865558912.3867,47112941176.4706,48174235294.1176,42607176470.5882
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,703.683843432722,763.080637985358,883.733971498452,1045.00937916805,1578.40239029603,2473.08181863536,3851.43786871172,5574.60380218613,4950.29479142375,5843.5337683582,7189.69122920765,7496.29464768263,7875.75695254288,7891.31314749986,5500.31038244408,3880.73873089556,4147.08971569171,4739.84171028393,4805.75371765917,4221.40747847848
Azerbaijan,AZE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,2.6,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,99.5931930541992,..,99.7598419189453,99.7711410522461,99.7786331176758,99.7757720947266,99.7893600463867,99.7889862060547,99.7880630493164,99.7900619506836,99.7912292480469,..,99.7959823608398,..
Azerbaijan,AZE,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,88.435417175293,88.5401382446289,88.6104888916016,88.6454010009766,88.6587829589844,88.7130889892578,88.7197418212891,88.7141723632813,88.6650772094727,88.6644515991211,88.5012283325195,..,88.4195785522461,..
Azerbaijan,AZE,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,98.3349761962891,98.3565902709961,98.3798065185547,98.4496612548828,98.4481582641602,98.4666290283203,98.5252075195313,98.5376586914063,98.506477355957,98.4961471557617,98.4994583129883,..,98.5110015869141,..
Azerbaijan,AZE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,24.923849105835,25.041540145874,..,..,..,..,15.6640901565552,15.6814498901367,15.6877899169922,15.7419004440308,15.71702003479,..,15.7220296859741,..
Azerbaijan,AZE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.00261998176575,1.01073002815247,1.00514996051788
Azerbaijan,AZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,19.18987465,20.59066963,23.80161095,27.38257599,35.07611465,50.24787903,75.39520264,107.36143494,129.7258606,145.84526062,176.40847778,222.98551941,239.95080566,267.3097229,226.51002502,156.99572754,155.0982666,165.7674408,..,..
Azerbaijan,AZE,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,13.44894409,14.88514805,16.39165497,18.0109024,20.52321053,28.33375168,39.74372864,58.1556778,72.04338074,84.47678375,105.61309814,135.19107056,154.06185913,175.29429626,152.77850342,110.94967651,112.46528625,120.6866684,..,..
Azerbaijan,AZE,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5.50150108,5.5340724,6.77964163,8.87981415,14.23885345,21.05617332,34.35571289,47.82955933,56.11966705,59.20447922,68.35272217,83.75854492,84.00007629,89.28279877,71.84861755,45.24860001,41.59234619,43.97441864,..,..
Azerbaijan,AZE,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,3.52920651358258,..,..,..,..,3.04290391106797,..,..,..,..,2.70906158396255,..,..,..,..,..
Azerbaijan,AZE,Refugee population by country or territory of asylum,SM.POP.REFG,363,453,324,8604,3004,2619,2351,2060,1643,1894,1727,1467,1377,1298,1279,1193,1120,1130,1109,1582
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,12354820143.8849,14594249022.8922,17827791321.3067,23144351851.8519,30207567316.6202,36954312354.3124,45277399813.6067,60763483146.0674,50874078052.2735,57222490768.7143,61757788944.7236,65685102554.8759,75527984234.2342,78813839984.3506,56454734396.5842,47722657820.6675,54726595249.1849,60031262269.3365,64409647193.8044,60258239055.5829
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,1244.37318523431,1479.31458271677,1819.76605926177,2378.62328600741,3125.81053502853,3847.43412382153,4735.65760793999,6377.36973201232,5352.5839116007,6033.6862392722,6527.17386871642,6953.13251493684,7998.12523878099,8341.39967861093,5967.05220384914,5039.68188628499,5785.67067254068,6360.06247301284,6837.71782606351,6424.15217642722
Belarus,BLR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,3.2,2.1,1.4,0.3,0.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,..
Belarus,BLR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,99.617057800293,..,..,..,..,..,..,..,..,..,99.8740005493164,..
Belarus,BLR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,84.4003372192383,..,..,..,..,..,..,..,..,..,94.7378082275391,..
Belarus,BLR,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,98.5060272216797,..,..,..,..,..,..,..,..,..,99.7885513305664,..
Belarus,BLR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,21.959379196167,..,..,..,..,..,..,..,..,..,28.303539276123,..
Belarus,BLR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,0.977240025997162,0.976459980010986,0.977400004863739,0.97749000787735,0.976570010185242,0.984350025653839,0.988839983940125,0.991069972515106,0.991010010242462,0.988579988479614,0.99057000875473,..,..
Belarus,BLR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,74.33643341,87.08403778,109.87693024,142.74801636,198.30737305,223.83119202,281.07763672,351.72796631,290.70153809,343.67910767,319.75372314,365.87493896,456.4916687,450.22262573,362.75283813,298.62658691,333.54107666,356.25073242,..,..
Belarus,BLR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,18.7407074,23.79553986,26.260952,33.14044571,50.42561722,63.49480057,83.4055481,119.63140106,102.2539444,108.26445007,116.23299408,123.67227173,168.61122131,167.03541565,140.8368988,85.52256775,101.77484894,104.37892914,..,..
Belarus,BLR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,55.44907379,63.17391586,83.51525116,109.46315765,147.7371521,160.04983521,197.2641449,231.38847351,187.69612122,233.85365295,202.59625244,240.20671082,286.02340698,281.8421936,220.49508667,211.84822083,230.50938416,250.84080505,..,..
Belarus,BLR,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,11.4824820322685,..,..,..,..,11.4871890605704,..,..,..,..,11.4040105621143,..,..,..,..,..
Belarus,BLR,Refugee population by country or territory of asylum,SM.POP.REFG,581,612,631,719,718,683,643,602,578,587,594,572,599,919,1805,1647,2155,2225,2725,2915
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,236541297539.15,257157820440.429,317381715575.621,368537000248.324,385570948886.954,407918078032.869,470324254037.777,515223524241.98,481345929424.84,480951629493.033,522645519183.591,496181260258.3,521642714407.843,534678075827.361,462149679343.822,475739588764.759,501522868356.441,543008499294.079,535288715239.999,521861292586.616
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,22995.1575247288,24887.5613341833,30587.6684093796,35364.3753314368,36795.9768819639,38672.7059429767,44262.8960009954,48106.892915788,44583.5448070814,44141.8781415734,47348.5250202016,44673.1158755901,46744.6625441516,47700.5403601178,40991.8081381432,41984.1030335609,44089.3100875118,47519.5530968943,46591.4916067396,45159.3482229717
Belgium,BEL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,0.3,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Belgium,BEL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,57.7329292297363,..,60.4241600036621,61.6929016113281,61.7283782958984,62.7599296569824,63.2111015319824,64.2786865234375,64.0188827514648,66.210578918457,67.0826416015625,69.1504516601563,..,71.4462585449219,..
Belgium,BEL,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,92.4834671020508,..,93.0106506347656,93.2641372680664,92.6636505126953,92.9185104370117,92.4942398071289,93.0323715209961,93.8728332519531,95.0690612792969,95.6992492675781,95.8703308105469,..,96.7423629760742,..
Belgium,BEL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,30.2483501434326,31.2590198516846,31.7094802856445,32.1669616699219,34.68994140625,..,35.3040084838867,..
Belgium,BEL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.06342005729675,1.06831002235413,1.05752003192902,1.05655002593994,1.06991994380951,1.07474994659424,1.0798100233078,1.08785998821259,1.08960998058319,1.0833899974823,1.0819000005722,1.08252000808716,1.08219003677368,1.0798499584198,1.08054995536804,1.069659948349,1.07024002075195,1.0733699798584,1.0791300535202,..
Belgium,BEL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1879.93481445,2084.7199707,2828.17163086,3326.45019531,3420.07885742,3558.54248047,4078.58325195,4671.56542969,4653.91503906,4544.99609375,4943.83203125,4706.61816406,4947.86474609,4999.18847656,4290,4328.84619141,4618.20898438,4912.70068359,..,..
Belgium,BEL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,463.73995972,547.79620361,741.97229004,842.17449951,872.62854004,914.00579834,1063.36315918,1144.76940918,1114.03649902,1088.87927246,1186.48095703,1108.7947998,1188.63085938,1208.85559082,1040.58789063,1035.91345215,1111.69421387,1189.63305664,..,..
Belgium,BEL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1416.19482422,1536.9239502,2086.19921875,2484.27563477,2547.45043945,2644.53662109,3015.2199707,3526.79638672,3539.87866211,3456.11743164,3757.3515625,3597.82348633,3759.23364258,3790.33325195,3249.41186523,3292.93261719,3506.51489258,3723.06762695,..,..
Belgium,BEL,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,8.24567795515686,..,..,..,..,9.63262689092329,..,..,..,..,12.2835331942319,..,..,..,..,..
Belgium,BEL,Refugee population by country or territory of asylum,SM.POP.REFG,12252,12560,12583,13522,15277,16811,17578,17025,15536,17891,22396,22023,25617,29170,35302,42158,42158,42158,61662,65033
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,5800774717.40538,6728771313.86805,8498560902.29181,10157553968.1525,11222953335.3385,12864610862.5901,15778767410.8109,19112739397.886,17613836526.6393,17176781045.5967,18644723853.5807,17221192466.1918,18172335776.3301,18560861388.6402,16219819017.3607,16914287348.9819,18079075770.6713,20177409351.4329,20201323260.0733,19946496562.9733
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,1544.60207508357,1789.85769066943,2258.94645158877,2698.46717999989,2980.60126845084,3416.51237566203,4193.36801082253,5090.9458340499,4714.69374593021,4635.5101947972,5092.5547231941,4777.06691374907,5129.6635340307,5330.35507495756,4729.68995905382,4994.97155093444,5394.26894391382,6070.34908129292,6119.76234462222,6079.73828544838
Bosnia and Herzegovina,BIH,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.3,..,..,0.2,..,..,0.1,..,..,..,0.1,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,98.1420364379883,..,96.9917678833008,..,..,..,..,..,..,..
